recno,JName,RA_deg,Dec_deg,RA_str,Dec_str,P0_s,DM,S1400_mJy,W50_ms
48,bmk+90a,,,"Bailes,:M.,Manchester,:R.","N.,Kesteven,:M.:J.,",1982.0,67.0,,
49,bhl+94,,,"Bailes,:M.,Harrison,:P.","A.,Lorimer,:D.:R.,",1982.0,67.0,,
50,bjb+97,,,"Bailes,:M.,Johnston,:S.,","Bell,J.:F.,:Lorimer,",1982.0,67.0,,
51,bbb+11a,,,"Bailes,:M.,Bates,:S.","D.,Bhalerao,:V.,:Bhat,",1982.0,67.0,,
52,bck+13,,,"Barr,:E.:D.,Champion,","D.J.,:Kramer,:M.,",1982.0,67.0,,
53,bgc+13,,,"Barr,:E.:D.,Guillemot,","L.,Champion,:D.:J.,",1982.0,67.0,,
54,bvvh03,,,"Bassa,:C.:G.,Verbunt,","F.,van:Kerkwijk,:M.",1982.0,67.0,,
55,,,,"Bassa,:C.,Wang,:Z.,","+Cumming,:A.:&amp;",40.0,,,
56,bbn+11,,,"Bassa,:C.:G.,Brisken,","W.F.,:Nelemans,:G.,",40.0,,,
57,bbb+11,,,"Bates,:S.:D.,Bailes,","M.,Bhat,:N.:D.",40.0,,,
58,bjl+11,,,"Bates,:S.:D.,Johnston,","S.,Lorimer,:D.:R.,",40.0,,,
59,bbb+12,,,"Bates,:S.:D.,Bailes,","M.,Barsdell,:B.:R.,",40.0,,,
60,btb+15,,,"Bates,:S.:D.,Thornton,","D.,Bailes,:M.,:Barr,",40.0,,,
61,bt99,,,"Becker,:W.:&amp;Tr""umper,","J.,1999.:The:X-ray",40.0,,,
63,bsp+03,,,"Becker,:W.,Swartz,:D.","A.,Pavlov,:G.:G.,",40.0,,,
64,bwt+04,,,"Becker,:W.,Weisskopf,:M.","C.,Tent,:A.:F.,",40.0,,,
65,bjk+05,,,"Becker,:W.,Jessner,:A.,","Kramer,M.,:Testa,:V.",40.0,,,
66,bbm+95,,,"Bell,:J.:F.,Bailes,","M.,Manchester,:R.:N.,",40.0,,,
67,bbs+95,,,"Bell,:J.:F.,Bessell,","M.S.,:Stappers,:B.",40.0,,,
68,bkb+95,,,"Bell,:J.:F.,Kulkarni,","S.R.,:Bailes,:M.,",40.0,,,
69,bk11,,,"Bhalerao,:V.:B.","&amp;Kulkarni,S.:R.,:2011.",40.0,,,
70,,,,"N.:D.:R.,Bailes,","+M.:&amp;:Verbiest,",2008.0,6545.0,,
71,brr+13,,,"Bhattacharyya,B.,:Roy,:J.,","Ray,P.:S.,:Gupta,",2008.0,6545.0,,
72,bcm+15,,,"Bhattacharyya,B.,:Cooper,:S.,","Malenta,M.,:Roy,:J.,",2008.0,6545.0,,
73,,,,"B.,Gupta,:Y.:&amp;","+Gil,:J.,:2008.",,,,
74,bkr+13,,,"Bietenholz,M.:F.,:Kondratiev,","V.,Ransom,:S.,:Slane,",,,,
75,bbl+94,,,"Biggs,:J.:D.,Bailes,","M.,Lyne,:A.:G.,",,,,
76,bgh+06,,,"Bogdanov,:S.,Grindlay,:J.","E.,Heinke,:C.:O.,",,,,
77,bvs+11,,,"Bogdanov,:S.,van:den","Berg,M.,:Servillat,:M.,",,,,
78,,,,"V.,Buccheri,:R.:&amp;","+Fauci,:F.,:1983.",,,,
79,,,,"V.,Buccheri,:R.:&amp;","+Fauci,:F.,:1984.",,,,
80,bbf+84,,,"Boriakoff,:V.,Buccheri,:R.,","Fauci,F.,:Turner,:K.",,,,
81,bdd+15,,,"Bower,:G.:C.,Deller,","A.,Demorest,:P.,:Brunthaler,",,,,
82,blr+13,,,"Boyles,:J.,Lynch,:R.","S.,Ransom,:S.:M.,",,,,
83,bdb+15,,,"Braga,:V.:F.,Dall'Ora,","M.,Bono,:G.,:Stetson,",,,,
84,brrk02,,,"Braje,:T.:M.,Romani,","R.W.,:Roberts,:M.",,,,
85,brr+07,,,"Breton,:R.:P.,Roberts,","M.S.:E.,:Ransom,",,,,
86,bvr+13,,,"Breton,:R.:P.,van","Kerkwijk,M.:H.,:Roberts,",,,,
87,bbgt02,,,"Brisken,:W.:F.,Benson,","J.M.,:Goss,:W.",,,,
88,bfg+03,,,"Brisken,:W.:F.,Fruchter,","A.S.,:Goss,:W.",,,,
89,btgg03,,,"Brisken,:W.:F.,Thorsett,","S.E.,:Golden,:A.",,,,
90,,,,"W.:F.,Carrillo-Barrag'an,:M.,","+Kurtz,:S.:&amp;",2006.0,,,
91,bt93,,,"Brookshaw,:L.:&amp;Tavani,","M.,1993.:Wind-Driven:Angular",2006.0,,,
92,bdp+03,,,"Burgay,:M.,D'Amico,:N.,","Possenti,A.,:Manchester,:R.",2006.0,,,
93,bjd+06,,,"Burgay,:M.,Joshi,:B.","C.,D'Amico,:N.,:Possenti,",2006.0,,,
94,bri+06,,,"Burgay,:M.,Rea,:N.,","Israel,G.:L.,:Possenti,",2006.0,,,
95,bjd+11,,,"Burgay,:M.,Joshi,:B.","C.,D'Amico,:N.,:Possenti,",2006.0,,,
96,bbb+13,,,"Burgay,:M.,Bailes,:M.,","Bates,S.:D.,:Bhat,",2006.0,,,
97,bkl+13,,,"Burgay,:M.,Keith,:M.","J.,Lorimer,:D.:R.,",2006.0,,,
98,bb10,,,"Burke-Spolaor,:S.:&amp;Bailes,","M.,2010.:The:millisecond",2006.0,,,
99,bbj+11,,,"Burke-Spolaor,S.,:Bailes,:M.,","Johnston,S.,:Bates,:S.",2006.0,,,
101,cn95,,,"Camilo,:F.:&amp;","Nice,D.J.,:1995.:Timing",2006.0,,,
102,cnst96,,,"Camilo,:F.,:Nice,D.","J.,Shrauner,:J.:A.",2006.0,,,
103,ckl+00,,,"Camilo,:F.,Kaspi,:V.","M.,Lyne,:A.:G.,",2006.0,,,
104,clf+00,,,"Camilo,:F.,Lorimer,:D.","R.,Freire,:P.,:Lyne,",2006.0,,,
105,cbm+01,,,"Camilo,:F.,:Bell,J.","F.,Manchester,:R.:N.,",2006.0,,,
106,clm+01,,,"Camilo,:F.,:Lyne,A.","G.,Manchester,:R.:N.,",2006.0,,,
107,clb+02,,,"Camilo,:F.,Lorimer,:D.","R.,Bhat,:N.:D.",2006.0,,,
108,cmgl02,,,"Camilo,:F.,Manchester,:R.","N.,Gaensler,:B.:M.",2006.0,,,
109,cmg+02,,,"Camilo,:F.,Manchester,:R.","N.,Gaensler,:B.:M.,",2006.0,,,
110,csl+02,,,"Camilo,:F.,Stairs,:I.","H.,Lorimer,:D.:R.,",2006.0,,,
111,cml+04,,,"Camilo,:F.,Manchester,:R.","N.,Lyne,:A.:G.,",2006.0,,,
112,crg+06,,,"Camilo,:F.,Ransom,:S.","M.,Gaensler,:B.:M.,",2006.0,,,
113,crh+06,,,"Camilo,:F.,Ransom,:S.","M.,Halpern,:J.:P.,",2006.0,,,
114,ccr+07,,,"Camilo,:F.,Cognard,:I.,","Ransom,S.:M.,:Halpern,",2006.0,,,
115,crhr07,,,"Camilo,:F.,Ransom,:S.","M.,Halpern,:J.:P.",2006.0,,,
116,crj+07,,,"Camilo,:F.,Reynolds,:J.,","Johnston,S.,:Halpern,:J.",2006.0,,,
117,crj+08,,,"Camilo,:F.,Reynolds,:J.,","Johnston,S.,:Halpern,:J.",2006.0,,,
118,cng+09,,,"Camilo,:F.,Ng,:C.-Y.,","Gaensler,B.:M.,:Ransom,",2006.0,,,
119,crgl09,,,"Camilo,:F.,Ransom,:S.","M.,Gaensler,:B.:M.",2006.0,,,
120,crr+09,,,"Camilo,:F.,Ray,:P.","S.,Ransom,:S.:M.,",2006.0,,,
121,ckr+12,,,"Camilo,:F.,Kerr,:M.,","Ray,P.:S.,:Ransom,",2006.0,,,
122,crc+12,,,"Camilo,:F.,Ransom,:S.","M.,Chatterjee,:S.,:Johnston,",2006.0,,,
123,ckr+15,,,"Camilo,:F.,Kerr,:M.,","Ray,P.:S.,:Ransom,",2006.0,,,
124,,,,"F.,:Nice,D.:J.","+&amp;:Taylor,:J.",1993.0,,,
125,,,,"F.,:Nice,D.:J.","+&amp;:Taylor,:J.",1996.0,,,
127,cbmt96,,,"Caraveo,:P.:A.,Bignami,","G.F.,:Migi,:R.",1996.0,,,
128,clm+98,,,"Caraveo,:P.:A.,Lattanzi,","M.G.,:Massone,:G.,",1996.0,,,
129,cdm+10,,,"Caraveo,:P.:A.,De","Luca,A.,:Marelli,:M.,",1996.0,,,
130,,,,"E.,Gratton,:R.:G.,","+Clementini,:G.:&amp;",2000.0,,,
131,,,,"S.,:DeSantis,:R.","+&amp;:Piersimoni,:A.",2001.0,,,
132,cmr+75,,,"Caswell,:J.:L.,Murray,","J.D.,:Roger,:R.",2001.0,,,
133,cks+92,,,"Caswell,:J.:L.,Kesteven,","M.J.,:Stewart,:R.",2001.0,,,
134,,,,"J.:L.,McClure-Griffiths,:N.","+M.:&amp;:Cheung,",2004.0,,,
135,,,,"B.,Sarajedini,:A.:&amp;","+Armandroff,:T.:E.,",2000.0,6652.0,,
136,clm+04,,,"Champion,D.:J.,:Lorimer,","D.R.,:McLaughlin,:M.",2000.0,6652.0,,
137,clm+05,,,"Champion,D.:J.,:Lorimer,","D.R.,:McLaughlin,:M.",2000.0,6652.0,,
138,crl+08,,,"Champion,D.:J.,:Ransom,","S.M.,:Lazarus,:P.,",2000.0,6652.0,,
139,,,,"D.:J.,McLaughlin,:M.","+A.:&amp;:Lorimer,",2005.0,,,
141,ccl+01,,,"Chatterjee,:S.,Cordes,:J.","M.,Lazio,:T.:J.",2005.0,,,
142,ccv+04,,,"Chatterjee,:S.,Cordes,:J.","M.,Vlemmings,:W.:H.",2005.0,,,
143,cgm+07,,,"Chatterjee,:S.,Gaensler,:B.","M.,Melatos,:A.,:Brisken,",2005.0,,,
144,cbv+09,,,"Chatterjee,:S.,Brisken,:W.","F.,Vlemmings,:W.:H.",2005.0,,,
146,,,,"A.:E.,Ubachukwu,:A.","+A.:&amp;:Okeke,",2003.0,,,
148,cpw+15,,,"Lovellette,:M.:N.,","Lubrano,P.,Machenschalk,:B.,:Manfreda,",2003.0,,,
149,cl86,,,"Clifton,:T.:R.","&amp;Lyne,A.:G.,:1986.",2003.0,,,
150,cjlm87,,,"Clifton,:T.:R.,Jones,","A.W.,:Lyne,:A.",2003.0,,,
151,clj+92,,,"Clifton,:T.:R.,Lyne,","A.G.,:Jones,:A.",2003.0,,,
152,,,,"W.:J.,Disney,:M.","+J.:&amp;:Taylor,",1969.0,532.0,,
153,,,,"G.,Ferraro,:F.:R.,","+Possenti,:A.:&amp;",2006.0,6752.0,,
154,cvh+14,,,"Coenen,:T.,van:Leeuwen,","J.,Hessels,:J.:W.",2006.0,6752.0,,
155,cgj+11,,,"Cognard,:I.,Guillemot,:L.,","Johnson,T.:J.,:Smith,",2006.0,6752.0,,
156,clge02,,,"Cohn,:H.:N.,Lugger,","P.M.,:Grindlay,:J.",2006.0,6752.0,,
157,cp68,,,"Cole,:T.:W.","&amp;Pilkington,J.:D.:H.,",2006.0,6752.0,,
158,ccl+69,,,"Comella,:J.:M.,Craft,","H.D.,:Lovelace,:R.",2006.0,6752.0,,
159,cl02,,,"Cordes,:J.:M.","&amp;Lazio,T.:J.:W.,",2006.0,6752.0,,
160,cfl+06,,,"Cordes,:J.:M.,Freire,","P.C.:C.,:Lorimer,",2006.0,6752.0,,
161,,,,"J.:M.,Romani,:R.","+W.:&amp;:Lundgren,",1993.0,,,
162,,,,"J.:M.,Weisberg,:J.","+M.:&amp;:Boriakoff,",1985.0,,,
163,cor86,,,"Cordes,:J.:M.,1986.",SpaceVelocities:of:Radio,1985.0,,,
164,chmm89,,,"C'ordova,:F.:A.,Hjellming,","R.M.,:Mason,:K.",1985.0,,,
165,cpl+06,,,"Corongiu,:A.,Possenti,:A.,","Lyne,A.:G.,:Manchester,",1985.0,,,
166,cks+07,,,"Corongiu,:A.,Kramer,:M.,","Stappers,B.:W.,:Lyne,",1985.0,,,
167,cbp+12,,,"Corongiu,:A.,Burgay,:M.,","Possenti,A.,:Camilo,:F.,",1985.0,,,
168,,,,"M.:E.,McCulloch,:P.","+M.:&amp;:Hamilton,",1991.0,600.0,,
169,cr71,,,"Counselman,:C.:C.","&amp;Rankin,J.:M.,:1971.",1991.0,600.0,,
170,,,,"H.:D.,Lovelace,:R.",+V.:E.:&amp;,2100.0,,,
171,,,,"H.:D.,Sutton,:J.","+M.:&amp;:Lovelace,",1968.0,1237.0,,
172,ct07,,,"Crawford,:F.:&amp;Tiffany,","C.L.,:2007.:Flux",1968.0,1237.0,,
173,cgk+01,,,"Crawford,:F.,Gaensler,:B.","M.,Kaspi,:V.:M.,",1968.0,1237.0,,
174,ckm+01,,,"Crawford,:F.,Kaspi,:V.","M.,Manchester,:R.:N.,",1968.0,1237.0,,
175,cpkm02,,,"Crawford,:F.,Pivovaroff,:M.","J.,Kaspi,:V.:M.",1968.0,1237.0,,
176,cmj+05,,,"Crawford,:F.,McLaughlin,:M.,","Johnston,S.,:Romani,:R.",1968.0,1237.0,,
177,crh+06a,,,"Crawford,:F.,Roberts,:M.","S.E.,:Hessels,:J.",1968.0,1237.0,,
178,csl+12,,,"Crawford,:F.,Stovall,:K.,","Lyne,A.:G.,:Stappers,",1968.0,1237.0,,
179,cls+13,,,"Crawford,:F.,Lyne,:A.","G.,Stairs,:I.:H.,",1968.0,1237.0,,
180,,,,"F.,Manchester,:R.:N.","+&amp;:Kaspi,:V.",2001.0,,,
181,cud86,,,"Cudworth,:K.:M.,1986.","Propermotions,:membership,:and",2001.0,,,
183,cbcp14,,,"Cummings,J.:R.,:Barthelmy,","S.D.,:Chester,:M.",2001.0,,,
184,cmn+00,,,"Cusumano,:G.,Maccarone,:M.","C.,Nicastro,:L.,:Sacco,",2001.0,,,
185,dmk+93,,,"D'Alessandro,:F.,McCulloch,:P.","M.,King,:E.:A.,",2001.0,,,
186,dbtb82,,,"Damashek,:M.,Backus,:P.","R.,Taylor,:J.:H.",2001.0,,,
187,,,,"M.,Taylor,:J.:H.","+&amp;:Hulse,:R.",1978.0,17.0,,
188,dmd+88,,,"D'Amico,:N.,Manchester,:R.","N.,Durdin,:J.:M.,",1978.0,17.0,,
189,dbl+93,,,"D'Amico,:N.,Bailes,:M.,","Lyne,A.:G.,:Manchester,",1978.0,17.0,,
190,dsb+98,,,"D'Amico,:N.,Stappers,:B.","W.,Bailes,:M.,:Martin,",1978.0,17.0,,
191,dkm+01,,,"D'Amico,:N.,Kaspi,:V.","M.,Manchester,:R.:N.,",1978.0,17.0,,
192,dlm+01,,,"D'Amico,:N.,Lyne,:A.","G.,Manchester,:R.:N.,",1978.0,17.0,,
193,dpm+01a,,,"D'Amico,:N.,Possenti,:A.,","Manchester,R.:N.,:Sarkissian,",1978.0,17.0,,
194,dpm+01,,,"D'Amico,:N.,Possenti,:A.,","Manchester,R.:N.,:Sarkissian,",1978.0,17.0,,
195,dpf+02,,,"D'Amico,:N.,Possenti,:A.,","Fici,L.,:Manchester,:R.",1978.0,17.0,,
196,dl70,,,"Davies,:J.:G.","&amp;Large,M.:I.,:1970.",1978.0,17.0,,
197,dfl+08,,,"Davies,:B.,Figer,:D.","F.,Law,:C.:J.,",1978.0,17.0,,
198,,,,"J.:G.,Large,:M.","+I.:&amp;:Pickwick,",1970.0,,,
199,,,,"J.:G.,Lyne,:A.","+G.:&amp;:Seiradakis,",1972.0,443.0,,
200,,,,"J.:G.,Lyne,:A.","+G.:&amp;:Seiradakis,",1973.0,,,
201,lmm+13,,,"De:Luca,:A.,Migi,","R.P.,:Marelli,:M.,",1973.0,,,
202,dcm+14,,,"de:Martino,:D.,Casares,","J.,Mason,:E.,:Buckley,",1973.0,,,
203,,,,"M.:E.,Ransom,:S.","+M.:&amp;:Ray,",2011.0,,,
204,dma+93,,,"Deich,:W.:T.","S.,Middleditch,J.,:Anderson,:S.",2011.0,,,
206,dtbr09,,,"Deller,:A.:T.,Tingay,","S.J.,:Bailes,:M.",2011.0,,,
207,dab+12,,,"Deller,:A.:T.,Archibald,","A.M.,:Brisken,:W.",2011.0,,,
208,dcrh12,,,"Deller,:A.:T.,Camilo,","F.,Reynolds,:J.:E.",2011.0,,,
209,dbl+13,,,"Deller,:A.:T.,Boyles,","J.,Lorimer,:D.:R.,",2011.0,,,
210,dkj+14,,,"Dembska,:M.,Kijak,:J.,","Jessner,A.,:Lewandowski,:W.,",2011.0,,,
211,,,,"M.,Basu,:R.,:Kijak,","+J.:&amp;:Lewandowski,",2015.0,610.0,,
212,dpr+10,,,"Demorest,P.:B.,:Pennucci,","T.,Ransom,:S.:M.,",2015.0,610.0,,
213,,,,"J.:S.,Cordes,:J.","+M.:&amp;:Lazio,",2009.0,,,
214,dcm+09,,,"Deneva,:J.:S.,Cordes,","J.M.,:Mc:Laughlin,",2009.0,,,
215,dfc+12,,,"Deneva,:J.:S.,Freire,","P.C.:C.,:Cordes,",2009.0,,,
216,dsm+13,,,"Deneva,:J.:S.,Stovall,","K.,McLaughlin,:M.:A.,",2009.0,,,
217,dtws85,,,"Dewey,:R.:J.,Taylor,","J.H.,:Weisberg,:J.",2009.0,,,
218,dcww88,,,"Dewey,:R.:J.,Cordes,","J.M.,:Wolszczan,:A.",2009.0,,,
219,dtms88,,,"Dewey,:R.:J.,Taylor,","J.H.,:Maguire,:C.",2009.0,,,
220,dml+11,,,"Dhillon,:V.:S.,Marsh,","T.R.,:Littlefair,:S.",2009.0,,,
221,dk14,,,"Dib,:R.:&amp;","Kaspi,V.M.,:2014.:16",2009.0,,,
222,,,,"R.,Legge,:D.,:Reynolds,",+J.:E.:&amp;,2003.0,,,
223,,,,"R.:G.,McCulloch,:P.","+M.:&amp;:Lewis,",2002.0,2000.0,,
224,dlc+14,,,"Dolch,:T.,Lam,:M.","T.,Cordes,:J.,:Chatterjee,",2002.0,2000.0,,
225,dlk+01,,,"Doroshenko,:O.,L"":ohmer,","O.,Kramer,:M.,:Jessner,",2002.0,2000.0,,
226,dyc+14,,,"Du,:Y.,:Yang,J.,","Campbell,R.:M.,:Janssen,",2002.0,2000.0,,
227,dk06,,,"Durant,:M.:&amp;","vanKerkwijk,M.:H.,:2006.",2002.0,2000.0,,
228,emk+10,,,"Eatough,:R.:P.,Molkenthin,","N.,Kramer,:M.,:Noutsos,",2002.0,2000.0,,
229,efk+13,,,"Eatough,:R.:P.,Falcke,","H.,Karuppusamy,:R.,:Lee,",2002.0,2000.0,,
230,eklk13,,,"Eatough,:R.:P.,Kramer,","M.,Lyne,:A.:G.",2002.0,2000.0,,
231,,,,"R.:P.,Keane,:E.","+F.:&amp;:Lyne,",2009.0,,,
232,egh+01,,,"Edmonds,:P.:D.,Gilliland,","R.L.,:Heinke,:C.",2009.0,,,
233,egc+02,,,"Edmonds,:P.:D.,Gilliland,","R.L.,:Camilo,:F.,",2009.0,,,
234,eb01,,,"Edwards,:R.:T.","&amp;Bailes,M.,:2001a.:Discovery",2009.0,,,
235,eb01b,,,"Edwards,:R.:T.","&amp;Bailes,M.,:2001b.:Recycled",2009.0,,,
236,ebvb01,,,"Edwards,:R.:T.,Bailes,","M.,van:Straten,:W.",2009.0,,,
237,ezy+08,,,"Esamdin,:A.,Zhao,:C.","S.,Yan,:Y.,:Wang,",2009.0,,,
238,elk+11,,,"Espinoza,C.:M.,:Lyne,","A.G.,:Kramer,:M.,",2009.0,,,
239,egc+13,,,"Espinoza,C.:M.,:Guillemot,","L.,c:Celik,:""O.,",2009.0,,,
240,etm+09,,,"Esposito,:P.,Tiengo,:A.,","Mereghetti,S.,:Israel,:G.",2009.0,,,
241,eit+11,,,"Esposito,:P.,Israel,:G.","L.,Turolla,:R.,:Mattana,",2009.0,,,
242,ekl+80,,,"Evans,:W.:D.,Klebesadel,","R.W.,:Laros,:J.",2009.0,,,
243,,,,"S.:R.,Salter,:C.","+J.:&amp;:Sutton,",1973.0,67.0,,
245,fsk+04,,,"Faulkner,A.:J.,:Stairs,","I.H.,:Kramer,:M.,",1973.0,67.0,,
246,fkl+05,,,"Faulkner,A.:J.,:Kramer,","M.,Lyne,:A.:G.,",1973.0,67.0,,
247,fsk+10,,,"Ferdman,:R.:D.,Stairs,","I.H.,:Kramer,:M.,",1973.0,67.0,,
248,fsk+14,,,"Ferdman,:R.:D.,Stairs,","I.H.,:Kramer,:M.,",1973.0,67.0,,
249,,,,"F.:R.,Possenti,:A.,","+D'Amico,:N.:&amp;",2001.0,6397.0,,
250,fgl+92,,,"Fomalont,:E.:B.,Goss,","W.M.,:Lyne,:A.",2001.0,6397.0,,
251,fgml97,,,"Fomalont,:E.:B.,Goss,","W.M.,:Manchester,:R.",2001.0,6397.0,,
252,fgbc99,,,"Fomalont,:E.:B.,Goss,","W.M.,:Beasley,:A.",2001.0,6397.0,,
253,,,,"E.,Stairs,:I.:H.","+&amp;:Thorsett,:S.",2014.0,82.0,,
254,fhc+14,,,"Forestell,L.:M.,:Heinke,","C.O.,:Cohn,:H.",2014.0,82.0,,
255,fcwa95,,,"Foster,:R.:S.,Cadwell,","B.J.,:Wolszczan,:A.",2014.0,82.0,,
256,,,,"R.:S.,Fairhead,:L.","+&amp;:Backer,:D.",1991.0,,,
257,,,,"R.:S.,Wolszczan,:A.","+&amp;:Camilo,:F.,",1993.0,,,
259,fc89,,,"Frail,:D.:A.","&amp;Clifton,T.:R.,:1989.",1993.0,,,
260,fk91,,,"Frail,:D.:A.","&amp;Kulkarni,S.:R.,:1991.",1993.0,,,
261,,,,"D.:A.,:Goss,W.","+M.:&amp;:Whiteoak,",1994.0,,,
262,,,,"D.:A.,Kulkarni,:S.","+R.:&amp;:Bloom,",1999.0,,,
263,,,,"D.:A.,Kulkarni,:S.","+R.:&amp;:Vasisht,",1993.0,28.0,,
264,fkl+01,,,"Freire,:P.:C.,Kramer,","M.,Lyne,:A.:G.,",1993.0,28.0,,
265,fck+03,,,"Freire,:P.:C.,Camilo,","F.,Kramer,:M.,:Lorimer,",1993.0,28.0,,
266,fgri04,,,"Freire,:P.:C.,Gupta,","Y.,Ransom,:S.:M.",1993.0,28.0,,
267,fhn+05,,,"Freire,P.:C.:C.,","Hessels,J.:W.:T.,",1993.0,28.0,,
268,frb+08,,,"Freire,P.:C.:C.,","Ransom,S.:M.,:B'egin,",1993.0,28.0,,
269,faa+11,,,"Freire,P.:C.:C.,","Abdo,A.:A.,:Ajello,",1993.0,28.0,,
270,fbw+11,,,"Freire,P.:C.:C.,","Bassa,C.:G.,:Wex,",1993.0,28.0,,
271,fwe+12,,,"Freire,P.:C.:C.,","Wex,N.,:Esposito-Far`ese,:G.,",1993.0,28.0,,
272,,,,"P.:C.:C.,Ransom,",+S.:M.:&amp;,2007.0,1851.0,,
273,fre08,,,"Freire,:P.:C.,2008.",Pulsarsin:globular:clusters.http://www.naic.edu/,2007.0,1851.0,,
274,fhm+69,,,"Fritz,:G.,:Henry,R.","C.,Meekins,:J.:F.,",2007.0,1851.0,,
275,ftb+88,,,"Fruchter,:A.:S.,Taylor,","J.H.,:Backer,:D.",2007.0,1851.0,,
276,fbb+90,,,"Fruchter,:A.:S.,Berman,","G.,Bower,:G.,:Convery,",2007.0,1851.0,,
277,,,,"A.:S.,Stinebring,:D.","+R.:&amp;:Taylor,",1988.0,,,
278,,,,"E.,:Reich,W.:&amp;","+Seiradakis,:J.:H.,",1993.0,,,
279,gsk+03,,,"Gaensler,:B.:M.,Schulz,","N.S.,:Kaspi,:V.",1993.0,,,
280,gvc+04,,,"Gaensler,:B.:M.,van","derSwaluw,:E.,:Camilo,",1993.0,,,
281,,,,"B.:M.,Pivovaroff,:M.","+J.:&amp;:Garmire,",2001.0,,,
282,gae14,,,"Gaensler,:B.:M.,2014.",GRB140705A:/:SGR,2001.0,,,
283,gg07,,,"Gelfand,:J.:D.","&amp;Gaensler,B.:M.,:2007.",2001.0,,,
284,,,,"R.,Eisenhauer,:F.:&amp;","+Gillessen,:S.,:2010.",,,,
285,gdg+00,,,"Giacani,:E.:B.,Dubner,","G.M.,:Green,:A.",,,,
286,,,,"E.,Woods,:P.:&amp;","+Kouveliotou,:C.,:2008.",1.0,,,
287,,,,"J.:&amp;Guelin,:M.,","+1974.:A&amp;A,:32,",441.0,,,
288,gkc+07,,,"Gonzalez,M.:E.,:Kaspi,","V.M.,:Camilo,:F.,",441.0,,,
289,gsf+11,,,"Gonzalez,M.:E.,:Stairs,","I.H.,:Ferdman,:R.",441.0,,,
290,gos13,,,"Gosachinskii,I.:V.,:2013.",Neutralhydrogen:in:the,441.0,,,
292,gh08,,,"Gotthelf,:E.:V.","&amp;Halpern,J.:P.,:2008.",441.0,,,
293,gh09,,,"Gotthelf,:E.:V.","&amp;Halpern,J.:P.,:2009.",441.0,,,
294,gh09b,,,"Gotthelf,:E.:V.","&amp;Halpern,J.:P.,:2009.",441.0,,,
295,gk98,,,"Gotthelf,:E.:V.","&amp;Kaspi,V.:M.,:1998.",441.0,,,
296,,,,"V.,:Vasisht,:G.,","+Boylan-Kolchin,:M.:&amp;",2000.0,75.0,,
297,ghtm11,,,"Gotthelf,E.:V.,:Halpern,","J.P.,:Terrier,:R.",2000.0,75.0,,
298,gth+14,,,"Gotthelf,E.:V.,:Tomsick,","J.A.,:Halpern,:J.",2000.0,75.0,,
299,J0821-4300and,,,J1210-5226::Confirmation:of,+Central:Compact:Objects,58.0,,,
300,,,,"E.:V.,Halpern,:J.","+P.:&amp;:Dodson,",2002.0,,,
301,,,,"E.:V.,Halpern,:J.","+P.:&amp;:Seward,",2005.0,105.0,,
302,gcl+10,,,"G""oug""uc:s,:E.,","Cusumano,G.,:Levan,:A.",2005.0,105.0,,
303,gwk+10,,,"G""oug""uc:s,:E.,","Woods,P.:M.,:Kouveliotou,",2005.0,105.0,,
305,ggts88,,,"Green,:D.:A.,Gull,","S.F.,:Tan,:S.",2005.0,105.0,,
306,ghe+01,,,"Grindlay,J.:E.,:Heinke,","C.O.,:Edmonds,:P.",2005.0,105.0,,
307,gfc+12,,,"Guillemot,:L.,Freire,:P.","C.C.,:Cognard,:I.,",2005.0,105.0,,
308,gkj+13,,,"Guillemot,:L.,Kramer,:M.,","Johnson,T.:J.,:Craig,",2005.0,105.0,,
309,gr78,,,"Gullahorn,:G.:E.","&amp;Rankin,J.:M.,:1978.",2005.0,105.0,,
310,J1833-1034:,,,pulsar:associated:with,+the:supernova:remtG21.5-0.9.,,,,
311,gtwr86,,,"Gwinn,:C.:R.,Taylor,","J.H.,:Weisberg,:J.",,,,
312,hmb+97,,,"Haberl,:F.,Motch,:C.,","Buckley,D.:A.:H.,",,,,
313,hmz+04,,,"Haberl,:F.,Motch,:C.,","Zavlin,V.:E.,:Reinsch,",,,,
314,,,,"F.,Motch,:C.:&amp;","+Pietsch,:W.,:1998.",,,,
315,hab07,,,"Haberl,:F.,2007.:The",magnificentseven::magnetic:fields,,,,
316,hgc+09,,,"Hales,:C.:A.,Gaensler,","B.M.,:Chatterjee,:S.,",,,,
317,hg10,,,"Halpern,:J.:P.","&amp;Gotthelf,E.:V.,:2010.",,,,
318,hg10a,,,"Halpern,:J.:P.","&amp;Gotthelf,E.:V.,:2010.",,,,
319,hg10b,,,"Halpern,:J.:P.","&amp;Gotthelf,E.:V.,:2010.",,,,
320,hh92,,,"Halpern,:J.:P.","&amp;Holt,S.:S.,:1992.",,,,
321,,,,"J.:P.,Camilo,:F.","+&amp;:Gotthelf,:E.",2007.0,,,
322,hcg+01,,,"Halpern,:J.:P.,Camilo,","F.,Gotthelf,:E.:V.,",2007.0,,,
323,hglh01,,,"Halpern,:J.:P.,Gotthelf,","E.V.,:Leighly,:K.",2007.0,,,
324,hgc+04,,,"Halpern,:J.:P.,Gotthelf,","E.V.,:Camilo,:F.,",2007.0,,,
325,hgb+05,,,"Halpern,:J.:P.,Gotthelf,","E.V.,:Becker,:R.",2007.0,,,
